Identifier,Coordinate,Family,Common_Name,SubCellular,SubOrganellar
AT5G60142,p05-r03-c13,ABI3-VP1,AT5G60142,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G28910,p05-r03-c14,ND,CXIP4,Nucleus,"Nucleus, nucleolus; Nucleus speckle"
AT5G18000,p05-r03-c15,ABI3-VP1,VDD,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G10380,p05-r03-c16,ND,ATRING1,Membrane,Cell membrane
AT1G55750,p05-r03-c17,BSD,AT1G55750,Cytoplasm,"Cytoplasm, cytoskeleton"
AT4G37180,p05-r03-c18,G2-like,UIF1,Cytoplasm,"Cytoplasm, cytoskeleton"
AT3G52910,p05-r03-c19,GRF,GRF4,Nucleus,Chromosome
AT5G04110,p05-r03-c20,MYB-related,GYRB3,Cytoplasm,"Cytoplasm, cytoskeleton"
AT4G37850,p05-r03-c21,bHLH,AT4G37850,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G37060,p05-r03-c22,CCAAT,NF-YB8,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G06770,p05-r03-c23,C3H,AT5G06770,Nucleus,Chromosome
AT4G00238,p05-r03-c24,GeBP,AtSTKL1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G32640,p05-r04-c01,bHLH,JAI1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G02040,p05-r04-c02,C2H2,AT1G02040,Nucleus,Nucleus speckle; Chromosome
AT2G32700,p05-r04-c03,LUG,LUH,Nucleus,Chromosome
AT1G51970,p05-r04-c04,REM(B3),AT1G51970,Nucleus,Chromosome
AT5G62000,p05-r04-c05,ARF,AtARF2,Nucleus,Chromosome
AT1G04850,p05-r04-c06,C2H2,AT1G04850,Cytoplasm,"Cytoplasm, cytoskeleton"
AT3G19510,p05-r04-c07,HB,HAT3.1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G04820,p05-r04-c08,OFP,OFP13,Mitochondrion,Mitochondrion inner membrane
AT1G58220,p05-r04-c09,MYB-related,AT1G58220,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G49130,p05-r04-c10,C2C2-CO-like,BBX17,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G64220,p05-r04-c11,CAMTA,CAMTA2,Nucleus,Chromosome
AT5G06250,p05-r04-c12,ABI3-VP1,NGAL3,Nucleus,Chromosome
AT3G43240,p05-r04-c13,ARID,AT3G43240,Nucleus,Chromosome
AT5G67430,p05-r04-c14,GNAT,AT5G67430,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G36720,p05-r04-c15,PHD,AT2G36720,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G16060,p05-r04-c16,AP2-EREBP,ADAP,Nucleus,Chromosome
AT3G12280,p05-r04-c17,RB,ATRBR1,Cytoplasm,"Cytoplasm, cytoskeleton"
AT1G33760,p05-r04-c18,AP2-EREBP,ERF022,Nucleus,Chromosome
AT1G05230,p05-r04-c19,HB,HDG2,Nucleus,"Nucleus speckle; Nucleus, PML body; Chromosome"
AT5G64750,p05-r04-c20,AP2-EREBP,ABR1,Nucleus,Chromosome
AT5G56270,p05-r04-c21,WRKY,ATWRKY2,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT3G18990,p05-r04-c22,ABI3-VP1,REM39,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
AT3G20770,p05-r04-c23,EIL,AtEIN3,Nucleus,Chromosome
AT5G23280,p05-r04-c24,TCP,AtTCP7,Nucleus,Chromosome
AT2G39250,p05-r05-c01,AP2-EREBP,SNZ,Nucleus,Chromosome
AT4G32280,p05-r05-c02,AUX-IAA,IAA29,Nucleus,Chromosome
AT5G03220,p05-r05-c03,MED7,MED7A,Nucleus,Chromosome
AT5G51910,p05-r05-c04,TCP,TCP19,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G04740,p05-r05-c05,TRAF,AT2G04740,Cytoplasm,"Cytoplasm, cytoskeleton"
AT1G22810,p05-r05-c06,AP2-EREBP,AT1G22810,Nucleus,Chromosome
AT5G10510,p05-r05-c07,AP2-EREBP,AIL6,Nucleus,"Nucleus, nucleolus"
AT5G26630,p05-r05-c08,MADS,AT5G26630,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G76900,p05-r05-c09,TUB,AtTLP1,Mitochondrion,Mitochondrion inner membrane
AT5G52600,p05-r05-c10,MYB,AtMYB82,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G28730,p05-r05-c11,HMG,SSRP1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G50510,p05-r05-c12,LOB,LBD28,Nucleus,Chromosome
AT4G28030,p05-r05-c13,GNAT,AT4G28030,Plastid,"Plastid, chloroplast stroma"
AT1G66810,p05-r05-c14,C3H,AtC3H14,Nucleus,Chromosome
AT1G62010,p05-r05-c15,mTERF,AT1G62010,Mitochondrion,Mitochondrion inner membrane; Mitochondrion matrix
AT5G15060,p05-r05-c16,LOB,AT5G15060,Nucleus,Chromosome
AT1G74120,p05-r05-c17,mTERF,mTERF15,Mitochondrion,Mitochondrion inner membrane; Mitochondrion matrix
AT1G53320,p05-r05-c18,TUB,TLP7,Mitochondrion,Mitochondrion matrix
AT2G36000,p05-r05-c19,mTERF,EMB3114,Plastid,"Plastid, chloroplast membrane; Plastid, chloroplast stroma"
AT1G20696,p05-r05-c20,HMG,HMGB3,Nucleus,Chromosome
AT1G79220,p05-r05-c21,mTERF,AT1G79220,Mitochondrion,Mitochondrion inner membrane; Mitochondrion matrix
AT1G04550,p05-r05-c22,AUX-IAA,BDL,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G23290,p05-r05-c23,MYB,MYB70,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G54390,p05-r05-c24,PHD,ING2,Nucleus,Chromosome
AT4G14770,p05-r06-c01,CPP,TCX2,Nucleus,Chromosome
AT3G61230,p05-r06-c02,LIM,PLIM2c,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G17410,p05-r06-c03,ARID,AT2G17410,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G05860,p05-r06-c04,MADS,AT3G05860,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G79350,p05-r06-c05,PHD,EMB1135,Cytoplasm,"Cytoplasm, cytoskeleton"
AT5G42640,p05-r06-c06,C2H2,AT5G42640,Nucleus,Chromosome
AT3G08020,p05-r06-c07,PHD,AT3G08020,Nucleus,Chromosome
AT2G15660,p05-r06-c08,ND,AGL95,Nucleus,"Nucleus, nucleolus"
AT3G10800,p05-r06-c09,bZIP,BZIP28,Golgi_apparatus,Golgi apparatus membrane
AT4G15250,p05-r06-c10,C2C2-CO-like,BBX9,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G43990,p05-r06-c11,SET,SUVR2,Nucleus,Chromosome
AT1G08880,p05-r06-c12,CCAAT,H2AXA,Nucleus,Chromosome
AT1G62310,p05-r06-c13,JUMONJI,AT1G62310,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G27880,p05-r06-c14,C2H2,AT5G27880,Nucleus,Chromosome
AT2G22300,p05-r06-c15,CAMTA,SR1,Nucleus,Chromosome
AT5G61620,p05-r06-c16,MYB-related,AT5G61620,Nucleus,Chromosome
AT3G19210,p05-r06-c17,SNF2,CHR25,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G07260,p05-r06-c18,FHA,AT3G07260,Nucleus,"Nucleus, nucleolus"
AT3G53680,p05-r06-c19,PHD,AT3G53680,Nucleus,Chromosome
AT3G48360,p05-r06-c20,TRAF,ATBT2,Nucleus,Chromosome
AT3G54350,p05-r06-c21,FHA,emb1967,Nucleus,Chromosome
AT1G12980,p05-r06-c22,AP2-EREBP,ESR1,Nucleus,Chromosome
AT1G10240,p05-r06-c23,FAR1,FRS11,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G08505,p05-r06-c24,C3H,AT3G08505,Nucleus,Chromosome
AT2G32100,p05-r07-c01,OFP,ATOFP16,Mitochondrion,Mitochondrion inner membrane
AT5G51870,p05-r07-c02,MADS,AGL71,Nucleus,Chromosome
AT1G76590,p05-r07-c03,PLATZ,AT1G76590,Nucleus,Chromosome
AT5G62430,p05-r07-c04,C2C2-DOF,CDF1,Nucleus,Chromosome
AT2G46260,p05-r07-c05,TRAF,LRB1,Cytoplasm,"Cytoplasm, cytoskeleton"
AT1G28050,p05-r07-c06,C2C2-CO-like,BBX13,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G24210,p05-r07-c07,Orphans,AT1G24210,Nucleus,Chromosome
AT2G34710,p05-r07-c08,HB,ATHB14,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G63030,p05-r07-c09,zf-CW,MBD4,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G60400,p05-r07-c10,mTERF,SHOT1,Mitochondrion,Mitochondrion inner membrane; Mitochondrion matrix
AT1G43160,p05-r07-c11,AP2-EREBP,RAP2.6,Nucleus,Chromosome
AT3G24650,p05-r07-c12,ABI3-VP1,ABI3,Nucleus,Chromosome
AT4G17490,p05-r07-c13,AP2-EREBP,ATERF6,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G32870,p05-r07-c14,NAC,ANAC013,Endoplasmic,Endoplasmic reticulum membrane
AT5G07500,p05-r07-c15,C3H,PEI1,Nucleus,Chromosome
AT3G20840,p05-r07-c16,AP2-EREBP,PLT1,Nucleus,Chromosome
AT5G41380,p05-r07-c17,Orphans/,AT5G41380,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G20110,p05-r07-c18,CPP,AT2G20110,Nucleus,Chromosome
AT3G53820,p05-r07-c19,C2H2,AT3G53820,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G25550,p05-r07-c20,G2-like,AT1G25550,Nucleus,Chromosome
AT4G18450,p05-r07-c21,AP2-EREBP,AT4G18450,Nucleus,Chromosome
AT4G32880,p05-r07-c22,HB,ATHB-8,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G16490,p05-r07-c23,MYB,MYB58,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G16350,p05-r07-c24,MYB-related,AT3G16350,Nucleus,Chromosome
AT4G38180,p05-r08-c01,FAR1,FRS5,Nucleus,Chromosome
AT5G28040,p05-r08-c02,GeBP,AT5G28040,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G37670,p05-r08-c03,GNAT,NAGS2,Plastid,"Plastid, chloroplast membrane; Plastid, chloroplast stroma"
AT1G35240,p05-r08-c04,ARF,ARF20,Nucleus,Chromosome
AT1G62830,p05-r08-c05,SWI/SNF-SWI3,LDL1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G50330,p05-r08-c06,bHLH,HEC2,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
AT3G10390,p05-r08-c07,SWI/SNF-SWI3,FLD,Nucleus,Chromosome
AT5G16820,p05-r08-c08,HSF,HSFA1B,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT5G19330,p05-r08-c09,TRAF,ARIA,Nucleus,Chromosome
AT4G38160,p05-r08-c10,mTERF,pde191,Nucleus,Chromosome
AT1G10170,p05-r08-c11,zf-NF-X1,NFXL1,Nucleus,Chromosome
AT5G46350,p05-r08-c12,WRKY,ATWRKY8,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G59890,p05-r08-c13,Orphans,SNL5,Nucleus,Chromosome
AT4G36060,p05-r08-c14,bHLH,bHLH11,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G52230,p05-r08-c15,ND,MBD13,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G72050,p05-r08-c16,C2H2,TFIIIA,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G32730,p05-r08-c17,MYB,ATMYB3R-1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G63650,p05-r08-c18,bHLH,EGL1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G05130,p05-r08-c19,SNF2,AT5G05130,Mitochondrion,Mitochondrion matrix
AT5G60140,p05-r08-c20,ABI3-VP1,AT5G60140,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G27610,p05-r08-c21,MYB-related,ALY1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G31920,p05-r08-c22,ARR-B,ARR10,Nucleus,Chromosome
AT4G00730,p05-r08-c23,HB,AHDP,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
AT5G08330,p05-r08-c24,TCP,AtTCP21,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G54470,p05-r09-c01,Orphans,BBX29,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G73100,p05-r09-c02,SET,SUVH3,Nucleus,Chromosome
AT2G34830,p05-r09-c03,WRKY,AtWRKY35,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G16910,p05-r09-c04,bHLH,AMS,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G62610,p05-r09-c05,bHLH,AT5G62610,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G32130,p05-r09-c06,IWS1,IWS1,Nucleus,"Nucleus, nucleolus"
AT3G24010,p05-r09-c07,PHD,ATING1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G10500,p05-r09-c08,NAC,ANAC053,Endoplasmic,Endoplasmic reticulum membrane
AT4G25990,p05-r09-c09,Orphans/,CIL,Nucleus,"Nucleus, nucleolus"
AT4G22070,p05-r09-c10,WRKY,WRKY31,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G32070,p05-r09-c11,GNAT,NSI,Plastid,"Plastid, chloroplast stroma"
AT4G34000,p05-r09-c12,bZIP,ABF3,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT2G03340,p05-r09-c13,WRKY,WRKY3,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G54320,p05-r09-c14,AP2-EREBP,ATWRI1,Nucleus,Chromosome
AT1G22130,p05-r09-c15,MADS,AGL104,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G49010,p05-r09-c16,MYB,AT1G49010,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G54360,p05-r09-c17,ND,TAF6B,Cytoplasm,"Cytoplasm, cytoskeleton"
AT4G17695,p05-r09-c18,G2-like,KAN3,Nucleus,Nucleus speckle; Chromosome
AT5G27090,p05-r09-c19,MADS,AGL54,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G10950,p05-r09-c20,BSD,AT2G10950,Cytoplasm,"Cytoplasm, cytoskeleton"
AT1G68800,p05-r09-c21,TCP,BRC2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G44840,p05-r09-c22,AP2-EREBP,ERF13,Nucleus,Chromosome
AT5G17800,p05-r09-c23,MYB,BRAVO,Nucleus,Chromosome
AT5G02460,p05-r09-c24,C2C2-DOF,AT5G02460,Nucleus,Chromosome
AT1G19220,p05-r10-c01,ARF,IAA22,Nucleus,Chromosome
AT2G17600,p05-r10-c02,ND,AT2G17600,Nucleus,Chromosome
AT1G50410,p05-r10-c03,SNF2,FRG2,Nucleus,Chromosome
AT5G63080,p05-r10-c04,JUMONJI,JMJ20,Nucleus,Chromosome
AT4G00990,p05-r10-c05,JUMONJI,AT4G00990,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G59060,p05-r10-c06,bHLH,PIF5,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G17150,p05-r10-c07,RWP-RK,NLP1,Nucleus,Chromosome
AT1G67370,p05-r10-c08,SWI/SNF-SWI3,ATASY1,Nucleus,Chromosome
AT3G60030,p05-r10-c09,SBP,SPL12,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G39830,p05-r10-c10,Orphans,DAR2,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G02160,p05-r10-c11,C3H,AtC3H17,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G21340,p05-r10-c12,ND,B70,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G41410,p05-r10-c13,HB,BEL1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G30130,p05-r10-c14,LOB,PCK1,Nucleus,Chromosome
AT5G28300,p05-r10-c15,TRIHELIX,GT2L,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G27760,p05-r10-c16,C2H2,IPT2,Nucleus,"Nucleus, nucleolus"
AT2G02090,p05-r10-c17,SNF2,CHA19,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G51950,p05-r10-c18,C3H,AT3G51950,Nucleus,Chromosome
AT4G04885,p05-r10-c19,C2H2,PCFS4,Nucleus,Nucleus speckle; Chromosome
AT2G05330,p05-r10-c20,TRAF,AT2G05330,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G02070,p05-r10-c21,C2H2,IDD5,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT5G12850,p05-r10-c22,C3H,AT5G12850,Cytoplasm,"Cytoplasm, cytoskeleton"
AT1G09060,p05-r10-c23,JUMONJI,JMJ24,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G62940,p05-r10-c24,C2C2-DOF,DOF5.6,Cytoplasm,"Cytoplasm, cytoskeleton"
AT1G56650,p05-r11-c01,MYB,AtPAP1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G36620,p05-r11-c02,C2C2-GATA,GATA19,Nucleus,Chromosome
AT3G61120,p05-r11-c03,MADS,AGL13,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G18170,p05-r11-c04,WRKY,ATWRKY28,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G20693,p05-r11-c05,HMG,HMGB2,Cytoplasm,"Cytoplasm, cytosol"
AT3G57390,p05-r11-c06,MADS,AGL18,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G36780,p05-r11-c07,BES1,BEH2,Nucleus,Chromosome
AT5G13790,p05-r11-c08,MADS,AGL15,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G02080,p05-r11-c09,C2H2,IDD4,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT3G57040,p05-r11-c10,Orphans,ATRR4,Nucleus,Chromosome
AT4G28530,p05-r11-c11,NAC,ANAC074,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G38490,p05-r11-c12,REM(B3),AT5G38490,Nucleus,Chromosome
AT4G38680,p05-r11-c13,CSD,GRP2,Nucleus,"Nucleus, nucleolus"
AT1G10586,p05-r11-c14,bHLH,AT1G10586,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G72310,p05-r11-c15,ND,ATL3,Membrane,Cell membrane
AT1G21780,p05-r11-c16,TRAF,AT1G21780,Cytoplasm,"Cytoplasm, cytosol"
AT5G67000,p05-r11-c17,AP2-EREBP,AT5G67000,Nucleus,Chromosome
AT2G46400,p05-r11-c18,WRKY,ATWRKY46,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G07980,p05-r11-c19,CCAAT,NF-YC10,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G18650,p05-r11-c20,MADS,AGL103,Nucleus,Nucleus speckle; Chromosome
AT3G23220,p05-r11-c21,AP2-EREBP,ESE1,Nucleus,Chromosome
AT1G32150,p05-r11-c22,bZIP,AtbZIP68,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
AT2G02740,p05-r11-c23,PBF-2-like,PTAC11,Plastid,"Plastid, chloroplast membrane; Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
AT3G21810,p05-r11-c24,C3H,AT3G21810,Nucleus,Chromosome
AT3G52250,p05-r12-c01,MYB,AT3G52250,Nucleus,Chromosome
AT5G66300,p05-r12-c02,NAC,ANAC105,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G24020,p05-r12-c03,RWP-RK,NLP7,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G26640,p05-r12-c04,WRKY,AtWRKY20,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G53430,p05-r12-c05,PHD,SDG29,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G17230,p05-r12-c06,GRAS,SCL13,Nucleus,Chromosome
AT5G45260,p05-r12-c07,WRKY,RRS1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G14440,p05-r12-c08,zf-HD,FTM2,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT3G18640,p05-r12-c09,C3H,AT3G18640,Nucleus,Chromosome
AT1G75410,p05-r12-c10,HB,BLH3,Nucleus,Chromosome
AT4G21430,p05-r12-c11,Orphans,B160,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G56780,p05-r12-c12,HRT,ET2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G32250,p05-r12-c13,FAR1,FRS2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G03250,p05-r12-c14,HB,AT4G03250,Nucleus,Nucleus speckle; Chromosome
AT4G15090,p05-r12-c15,FAR1,FAR1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
AT2G05160,p05-r12-c16,C3H,AT2G05160,Nucleus,Chromosome
AT3G01320,p05-r12-c17,Orphans,SNL1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G53370,p05-r12-c18,S1Fa-like,AT3G53370,Endoplasmic,Endoplasmic reticulum membrane
AT4G35270,p05-r12-c19,RWP-RK,NLP2,Nucleus,Chromosome
AT2G32930,p05-r12-c20,C3H,ZFN2,Nucleus,Chromosome
AT5G19310,p05-r12-c21,SNF2,CHR23,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G31690,p05-r12-c22,ABI3-VP1,AT4G31690,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G22750,p05-r12-c23,SNF2,RAD5,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G46915,p05-r12-c24,ABI3-VP1,AT5G46915,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G16870,p05-r13-c01,C2C2-GATA,GATA17,Nucleus,Chromosome
AT4G21030,p05-r13-c02,C2C2-DOF,ATDOF4.2,Nucleus,Chromosome
AT4G31620,p05-r13-c03,ABI3-VP1,REM36,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G01140,p05-r13-c04,MYB,MYB106,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G47140,p05-r13-c05,C2C2-GATA,GATA27,Nucleus,Chromosome
AT3G24500,p05-r13-c06,MBF1,MBF1C,Nucleus,"Nucleus, nucleolus"
AT5G58010,p05-r13-c07,bHLH,LRL3,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT4G01500,p05-r13-c08,ABI3-VP1,NGA4,Nucleus,Chromosome
AT5G18680,p05-r13-c09,TUB,AtTLP11,Mitochondrion,Mitochondrion inner membrane
AT2G17870,p05-r13-c10,CSD,ATCSP3,Nucleus,"Nucleus, nucleolus"
AT1G50680,p05-r13-c11,AP2-EREBP,AT1G50680,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G21400,p05-r13-c12,SRS,SRS3,Nucleus,Chromosome
AT1G52890,p05-r13-c13,NAC,NAC019,Nucleus,Chromosome
AT2G21900,p05-r13-c14,WRKY,ATWRKY59,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G37260,p05-r13-c15,MYB,ATMYB73,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G05770,p05-r13-c16,HB,WOX5A,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G20910,p05-r13-c17,ARID,AT1G20910,Nucleus,"Nucleus, nucleolus; Chromosome"
AT5G64610,p05-r13-c18,C2H2,HAM1,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G01030,p05-r13-c19,C2H2,AT3G01030,Nucleus,Chromosome
AT4G32570,p05-r13-c20,ZIM,TIFY8,Cytoplasm,"Cytoplasm, cytoskeleton"
AT3G19500,p05-r13-c21,ND,AT3G19500,Nucleus,"Nucleus, nucleolus; Chromosome"
AT4G36740,p05-r13-c22,HB,HB-5,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT3G24820,p05-r13-c23,BSD,AT3G24820,Nucleus,Chromosome
AT5G50320,p05-r13-c24,GNAT,HAC8,Cytoplasm,"Cytoplasm, cytoskeleton"
AT5G46880,p05-r14-c01,HB,HDG5,Nucleus,"Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
AT4G12620,p05-r14-c02,PHD,ATORC1B,Nucleus,"Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
AT1G07530,p05-r14-c03,GRAS,ATGRAS2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G33290,p05-r14-c04,SET,SUVH2,Nucleus,Chromosome
AT1G52150,p05-r14-c05,HB,ATHB15,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G33240,p05-r14-c06,TRIHELIX,GTL1,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G30490,p05-r14-c07,HB,ATHB9,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT2G45880,p05-r14-c08,BES1,BMY4,Nucleus,Chromosome
AT1G59750,p05-r14-c09,ARF,ARF1,Nucleus,Chromosome
AT3G13682,p05-r14-c10,SWI/SNF-SWI3,LDL2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G05380,p05-r14-c11,MYB-related,ALY2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G78280,p05-r14-c12,JUMONJI,AT1G78280,Cytoplasm,"Cytoplasm, cytosol"
AT1G30810,p05-r14-c13,JUMONJI,JMJ18,Nucleus,"Nucleus, nucleolus; Chromosome"
AT2G27110,p05-r14-c14,FAR1,FRS3,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT4G34430,p05-r14-c15,MYB-related,ATSWI3D,Nucleus,Chromosome
AT1G09710,p05-r14-c16,MYB-related,AT1G09710,Nucleus,Chromosome
AT1G79840,p05-r14-c17,HB,GL2,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT1G09770,p05-r14-c18,MYB,ATCDC5,Nucleus,"Nucleus, nucleolus; Nucleus speckle; Chromosome"
AT5G18830,p05-r14-c19,SBP,SPL7,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G21700,p05-r14-c20,MYB-related,SWI3C,Nucleus,Chromosome
AT5G66630,p05-r14-c21,Orphans,DAR5,Cytoplasm,"Cytoplasm, cytoskeleton"
AT2G46530,p05-r14-c22,ARF,ARF11,Nucleus,Chromosome
AT2G35940,p05-r14-c23,HB,EDA29,Nucleus,"Nucleus, nucleolus; Chromosome"
AT3G23150,p05-r14-c24,Orphans,ETR2,Endoplasmic,Endoplasmic reticulum membrane
AT5G35330,p05-r15-c01,ND,ATMBD2,Nucleus,"Nucleus, nucleolus; Chromosome"
AT1G75540,p05-r15-c02,Orphans,AtBBX21,Nucleus,Chromosome
AT2G47700,p05-r15-c03,ND,RFI2,Nucleus,Chromosome
